text,health rating,,,,,,,,,,,,,,,
If you don't mention Disney tie-ins (COUGH LION KING cough) I will riot.,0,,,,,,,,,,,,,,,
LMFAO I LAUGHED SO HARD THIS SHIT GAVE ME A COUGH ATTACK https://twitter.com/juslikemike911/status/1179157802071269377 …,3,,,,,,,,,,,,,,,
*cough* still like this idea more than Super’s “he just trains” *cough*,1,,,,,,,,,,,,,,,
Coughs as I yeet MLP version of Baiji: pic.twitter.com/MbGZyVMULm,2,,,,,,,,,,,,,,,
"Maybe look into if you have allergies, I’m allergic to pollen and it looks like the common cold to other people, I cough , get a stuffy nose, and I’ll sneeze a lot.",0,,,,,,,,,,,,,,,
Do you ever just get the need to slice a homosapien *cough* KAORU *cough* in half,0,,,,,,,,,,,,,,,
Masks don’t do fucking shit. Coughs and sneezes travel further than 6ft,0,,,,,,,,,,,,,,,
"Nope! I live in Nashville area and no one in my family who’s still in Chicago area knows anyone who’s had the virus either. But, my husband was really sick in February with terrible cough. 2 flu tests done. 1 negative, 1 false positive so maybe he had it before all this began",0,,,,,,,,,,,,,,,
Here’s hoping somebody coughs in his mouth.,0,,,,,,,,,,,,,,,
-cough- How much? -cough-,0,,,,,,,,,,,,,,,
See my allergies have been really bad and it’s made me cough and not be able to breathe even though I haven’t left the house. Damn pollen,4,,,,,,,,,,,,,,,
"Tell that to the next doctor doing surgery that they don't need a mask. If he coughs all over the patient, so what? They both had clean hands, right?",2,,,,,,,,,,,,,,,
"I woke up with a 103 degree fever on Saturday, dry cough, pounding headache. Got a covid test and had results within 48 hours plus I feel fine today. my test was negative. https://twitter.com/npr/status/1255203881321148416 …",4,,,,,,,,,,,,,,,
goshujin cover ur mouth when u cough u have the c0rona idiot!!!!!!!!!,2,,,,,,,,,,,,,,,
"I think I fell in love again Maybe I just took too much cough medicine And I'm the best, worst thing that hasn't happened to you yet",3,,,,,,,,,,,,,,,
•Cough—•,0,,,,,,,,,,,,,,,
Same.I could not cough anything up.And it would not stop.,4,,,,,,,,,,,,,,,
"AF! It was probably mom, though. At least 30-45% of my positive cases come from HCWs and a lot work in nursing homes/skilled nursing facilities. If they have coughs, make sure they are doing techniques to loosen the buildup in the lungs at least twice a day",2,,,,,,,,,,,,,,,
Somebody go cough on this guy,0,,,,,,,,,,,,,,,
This should have a lot more likes,0,,,,,,,,,,,,,,,
"In lieu of a lobotomy doctor, I will also accept a person very sick with COVID-19 who is willing to cough directly in my face in the hopes that I have to be put in an induced coma and on a ventilator. Anyway, I am logging off the bird app for the night. Be well everyone. https://twitter.com/samglasf/status/1255273278639390722 …",0,,,,,,,,,,,,,,,
Ew. That’s wrong under normal circumstances not just right now when I was a cashier I was always doubly sure to cough into my elbow and thoroughly wash my hands as often as possible.,2,,,,,,,,,,,,,,,
"Aw, Wario! *coughs* Ugh, you're killing me! pic.twitter.com/NYHE4raiLJ",0,,,,,,,,,,,,,,,
Yeah I *still* have some residual symptoms (but I think a lot of it is anxiety) but still have the occasional cough and randomly get a fever like once/week... the whole thing around reinfection is really weird to follow bc nobody knows what causes it but just from my experience,4,,,,,,,,,,,,,,,
Alexander is “cough cough” nowhere near Mena. Facts matter. You and many others are ignorant of what happened and Mena gets dragged thru the mud. Learn and you’ll have facts instead of false rumors.,0,,,,,,,,,,,,,,,
Mfw I heard the cough for the first time.,0,,,,,,,,,,,,,,,
CDC & Co Public Health expanded the list of symptoms that might signal COVID-19. •Cough •Shortness of breath or difficulty breathing Or two of these symptoms: •Fever •Chills •Repeated shaking with chills •Muscle pain •Headache •Sore throat •New loss of taste or smell,0,,,,,,,,,,,,,,,
Now we just need him to go and cough on Trump.,1,,,,,,,,,,,,,,,
"I mean what’s the harm report back, I’m *cough* a friend of mine is curious on the process and interface",0,,,,,,,,,,,,,,,
@GrendelKrampus *cough* https://twitter.com/HTHRFLWRS/status/1255197526174494720 …,1,,,,,,,,,,,,,,,
Some games are more fun to play than watch *cough animal crossing cough*,0,,,,,,,,,,,,,,,
"cough <Surface Duo> sorry. yeah, that game looks cool.",0,,,,,,,,,,,,,,,
*coughs*,0,,,,,,,,,,,,,,,
Cough*hypocrite*cough,0,,,,,,,,,,,,,,,
this it boys. i got a fever and nasty cough. GGs PS: i give any of my boys the right to swing on my dad cuz he got me sick,4,,,,,,,,,,,,,,,
"there was one guy who was interviewed: 1. ""I don't ever wash my hands."" 2. I haven't used any hand sanitizer since. 3. Repeatedly asked several people to cough in his face.",2,,,,,,,,,,,,,,,
anime characters be like: coughs blood to show health problems,0,,,,,,,,,,,,,,,
Way better. Think the warm weather getting here helped. I cough but not as bad. Mucinex has been helping.,4,,,,,,,,,,,,,,,
cancel culture isn't being done correctly. The ones that should be cancelled are still praised by their fans *cough* Chris Brown. The ones that are actually being cancelled are ones that said something offensive/bad in the past when they were kids and now have changed and show it,0,,,,,,,,,,,,,,,
You ever sneeze cough all in the same breath,2,,,,,,,,,,,,,,,
"Scheduled a COVID-19 antibody test for Friday since I had a weird breathing problem for 2 wks in February w/lower than usual oxygen levels & our roommate had a really cough-heavy version of flu soon after. They weren’t testing for COVID in SF at that time, so we just quarantined.",4,,,,,,,,,,,,,,,
You think?! Try going out to the store right now with allergies. One cough or sneeze and people are ready to lynch you.,2,,,,,,,,,,,,,,,
"“Pugs are a little unusual in that they cough & sneeze in a very strange way. So it almost seems like he was gagging, and there was one day when he didn’t want to eat his breakfast, and if you know pugs you know they love to eat, so that seemed unusual.” https://bit.ly/2KHhJKj",0,,,,,,,,,,,,,,,
"I just remembered, that at a very young age, I've been watching the worst ""kids show"", yes, that's right I had been watching Happy Tree Friends And I didn't give a shit about it back then, I MEAN IF YOU HAD AN ABUSIVE MOM OFC NOT- Cough* anyway, I don't think I was ok pic.twitter.com/AGlV6uYt5q",,,,,,,,,,,,,,,,
"Today in masks: I just saw a man pull his mask down off his face, by touching the front of the mask, SO THAT HE COULD COUGH INTO HIS HAND!",,,,,,,,,,,,,,,,
coughs https://twitter.com/ihaveswag32/status/1255168518238109696 …,,,,,,,,,,,,,,,,
"If I had COVID, I'd hug him and cough on his face.",,,,,,,,,,,,,,,,
COUGH... Uh... D and B,,,,,,,,,,,,,,,,
*COUGHS LOUDLY* OH MY LORD RAENEF !!!?!?!?!?!?!?!,,,,,,,,,,,,,,,,
My mom took these after I told her my back hurts.pic.twitter.com/CmiD1AGP8P,,,,,,,,,,,,,,,,
xiao jiu feels lonelyyyy. geges needs to share his hot *cough* warmness,,,,,,,,,,,,,,,,
Great era of hip hop,,,,,,,,,,,,,,,,
Does somebody can sneeze/cough without saying CORONA after that?,,,,,,,,,,,,,,,,
"Yes I have Spring allergies with stuffy nose, but also nasal polyps the send mucus down my sinuses affecting my taste. No fever, no coughs though. I take Claritin and Flonase to alleviate both. Oh also,have delayed dental cleaning and annual eye appointment.",,,,,,,,,,,,,,,,
"Corona virus. Terrible sore throat, hard to breath,used an immune booster and put oregano oil on chest, even bought an inhaler. Sweats so bad I was soaked. Temp and cough that took 3 months to get rid of",,,,,,,,,,,,,,,,
"If it's a Bluetooth ping, is Alexa gonna start listening and snitching if it hears you cough? Frfr",,,,,,,,,,,,,,,,
Cough pic.twitter.com/CzSLlxE5B7,,,,,,,,,,,,,,,,
I’m just gonna cough anytime I’m walking my dog and some dumb ass bitch walks less than 6ft by me,,,,,,,,,,,,,,,,
"If you see this a$$hole on the street, please make sure to cough on him. https://twitter.com/JoeySalads/status/1255274767655079936 …",,,,,,,,,,,,,,,,
I just want to know how those people knew their pug had corona when I’ve never once heard a pug breathe normally and not cough but hope Winston feels better,,,,,,,,,,,,,,,,
"When the Mayor of the largest city in NM doesn’t wear a mask to the Senior Citizen Center, “the most vulnerable population” and then coughs while he’s there, it’s time to re-evaluate why everything is locked down.",,,,,,,,,,,,,,,,
Thegodlynoob *cough cough*,,,,,,,,,,,,,,,,
Someone please cough on him!,,,,,,,,,,,,,,,,
*cough cough*,,,,,,,,,,,,,,,,
IF I SEE YALL OUT IM GONNA GO COUGH ON YOU TO SCARE YOU BACK INSIDE. https://twitter.com/sadboilex/status/1254882531691966477 …,,,,,,,,,,,,,,,,
WILDINNNNN,,,,,,,,,,,,,,,,
ok well lets just all stand in a big circle and cough on each others faces since there's NO point to not do that.,,,,,,,,,,,,,,,,
This!!! True facts: literally just bursted into a random cough as I read that. (Been drinking too much beer lol),,,,,,,,,,,,,,,,
I miss THIS Harvey. No way does this Harvey cough up that 3-1 lead in game 1 of the World Series. https://twitter.com/DeeH_NYC/status/1255281880339025922 …,,,,,,,,,,,,,,,,
Terra's brother has a dry itchy cough and a 99.6 fever. Shit shit shit. I hope he's okay. I hope I'll be okay. Terra most of all.,,,,,,,,,,,,,,,,
"Her excuse, as always, will be that she is a bi-sexual woman of colour (cough grew up as middle-class cough) so that give gives her a free pass. She has always been",,,,,,,,,,,,,,,,
Who ended that era again? It was G-Unit or Dipset? I remember they was wild deep shit got shot up and after that they put limit on entourage,,,,,,,,,,,,,,,,
"Is it me, or do these 2 *cough cough doctors cough* look like dumb meatheads that beat u up for your lunch money. https://twitter.com/abc7newsbayarea/status/1254757199479480320 …",,,,,,,,,,,,,,,,
"Asymptomatic and presymptomatic folks are believed to be carrying higher viral loads based on the current science... So when they do cough, sneeze or speak they release more of the virus than someone who has symptoms... Further folks who no longer have symptoms can still test +",,,,,,,,,,,,,,,,
I’m gonna cough on this email if she doesn’t give me a good grade,,,,,,,,,,,,,,,,
Bouta get one tapped,,,,,,,,,,,,,,,,
"I don’t wear a mask. . That doesn’t mean I hate people. That means I know how to social distance and not cough and sneeze in people’s faces Be like me, use common sense. Humanities pillars since the beginning of time",,,,,,,,,,,,,,,,
"Hands up who wants to be the employee or business owner who guards the entry to check phones for the app. Cough, cough.....",,,,,,,,,,,,,,,,
"<cough><cough> 'Dominic Cummings pressed SAGE to recommend lockdown measures in an effort to stop the spread of coronavirus, asking why a lockdown was not being imposed sooner and swayed the discussion toward faster action.' https://www.bloomberg.com/news/articles/2020-04-28/top-aide-to-u-k-s-johnson-pushed-scientists-to-back-lockdown …",,,,,,,,,,,,,,,,
Find another place to put them cough drops LOL,,,,,,,,,,,,,,,,
I wonder what series of events lead up to your dog getting tested for COVID 19. Like did the puppy have the same cough the owner did? Was he running a fever? Do veterinarians have access to test? Are there special dog tests? So many questions,,,,,,,,,,,,,,,,
Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/?utm_source=Twitter&utm_campaign=websitesharingbuttons … via @gatewaypundit,,,,,,,,,,,,,,,,
Ever wonder what happens when the person a few rows in front of you coughs or sneezes? https://www.washingtonpost.com/local/trafficandcommuting/scientists-think-they-know-ways-to-combat-viruses-on-airplanes-theyre-too-late-for-this-pandemic/2020/04/20/83279318-76ab-11ea-87da-77a8136c1a6d_story.html …,,,,,,,,,,,,,,,,
I’m feeling way better today! My cough is nearly resolved & no headache today. Dr says my immune system is so low /nonexistent that I caught a very little virus that’s not affecting my boyfriend at all. That’s good news for my #autoimmune disease,,,,,,,,,,,,,,,,
When the Oochie Wally beat came on and Hov told em “Murda Dat” still makes me laugh,,,,,,,,,,,,,,,,
"Pence is going to say that he went into a hospital and didn’t catch the virus (before testing positive) thereby proving its a hoax for trump, I can almost guarantee it! Maybe he will cough in the Oval Office",,,,,,,,,,,,,,,,
"Are you aware that you can spread the virus simply with the particulates that come out of your mouth while you're talking, not just when you cough or sneeze? This is stated clearly in the CDC guidelines. Every time you talk inside of a building you're leaving your germs there.",,,,,,,,,,,,,,,,
SAME,,,,,,,,,,,,,,,,
*cough* @wow__then I just....wanted to make sure you saw this??? That’s all,,,,,,,,,,,,,,,,
"In space, no one can hear you cough.",,,,,,,,,,,,,,,,
"If by some miracle *cough* write in ballot harvesting *cough* Biden would get elected, he'd be out in 6 months or less. ""mentally unfit for office"" would be the claim. All hail the new not-voted-for president!",,,,,,,,,,,,,,,,
"""Alexis! I just overheard three women with smokers' coughs talking about sex and the city. THE SINGLES HAVE ARRIVED""",,,,,,,,,,,,,,,,
Poor Carol has to spend her birthday in quarantine lol.,,,,,,,,,,,,,,,,
"How many times over the past three months have you thought you might be developing symptoms? (e.g. a throat itch, a cough, a sneeze, fatigue)",,,,,,,,,,,,,,,,
Jen:*coughs* good grief. Can't let me die huh...,,,,,,,,,,,,,,,,
"Honestly the scariest part was when the nurse said ""this might make you cough, gag, or cry, that just means I'm in the right spot"" so I was very proud I came away with just a couple tears",,,,,,,,,,,,,,,,
